,종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
1005,024830,세원물산,6280,0,0.0,1572.0,3.99,22641.0,0.28,25,0.4
1006,091090,세원셀론텍,1755,-35,-1.96,,,2896.0,0.61,0,0.0
1007,021820,세원정공,8090,0,0.0,760.0,10.64,41536.0,0.19,25,0.31
1008,067830,세이브존I&C,3830,50,1.32,590.0,6.49,10914.0,0.35,30,0.78
1009,033530,세종공업,8790,-60,-0.68,257.0,34.2,16554.0,0.53,50,0.57
1010,258830,세종메디칼,11350,500,4.61,520.0,21.83,6822.0,1.66,100,0.88
1011,036630,세종텔레콤,815,-5,-0.61,4.0,203.75,557.0,1.46,0,0.0
1012,039310,세중,2730,50,1.87,123.0,22.2,4462.0,0.61,0,0.0
1013,075580,세진중공업,6560,-20,-0.3,42.0,156.19,2765.0,2.37,20,0.3
1014,067770,세진티에스,5390,70,1.32,,,4464.0,1.21,0,0.0
1015,053450,세코닉스,6440,0,0.0,,,9257.0,0.7,50,0.78
1016,234340,세틀뱅크,31650,-250,-0.78,1466.0,21.59,11939.0,2.65,380,1.2
1017,027970,세하,2015,15,0.75,323.0,6.24,1090.0,1.85,0,0.0
1018,145210,세화아이엠씨,669,-31,-4.43,,,588.0,1.14,0,0.0
1019,252500,세화피앤씨,4055,-15,-0.37,30.0,135.17,1256.0,3.23,10,0.25
1020,347000,센코,21750,-150,-0.68,,,1950.0,11.15,0,0.0
1021,308170,센트랄모텍,29250,0,0.0,782.0,37.4,11636.0,2.51,0,0.0
1022,051980,센트럴바이오,2475,-55,-2.17,,,528.0,4.69,0,0.0
1023,012600,센트럴인사이트,2490,0,0.0,,,801.0,3.11,0,0.0
1024,331920,셀레믹스,21500,500,2.38,,,800.0,26.88,0,0.0
1025,049180,셀루메드,6240,60,0.97,,,213.0,29.3,0,0.0
1026,299660,셀리드,79300,-2300,-2.82,,,5359.0,14.8,0,0.0
1027,268600,셀리버리,129800,-1200,-0.92,,,1745.0,74.38,0,0.0
1028,108860,셀바스AI,4075,370,9.99,,,1380.0,2.95,0,0.0
1029,208370,셀바스헬스케어,2895,55,1.94,,,1114.0,2.6,0,0.0
1030,068270,셀트리온,310500,1000,0.32,2196.0,141.39,20421.0,15.2,0,0.0
1031,068760,셀트리온제약,146000,2300,1.6,236.0,618.64,7674.0,19.03,0,0.0
1032,091990,셀트리온헬스케어,130000,1900,1.48,427.0,304.45,10816.0,12.02,0,0.0
1033,290690,소룩스,21000,1100,5.53,935.0,22.46,3274.0,6.41,50,0.24
1034,053110,소리바다,273,3,1.11,,,338.0,0.81,0,0.0
1035,032680,소프트센,1930,0,0.0,,,975.0,1.98,0,0.0
1036,032685,소프트센우,27000,550,2.08,,,,,0,0.0
1037,258790,소프트캠프,4590,750,19.53,26.0,176.54,401.0,11.45,0,0.0
1038,066910,손오공,3785,-90,-2.32,,,909.0,4.16,0,0.0
1039,043100,솔고바이오,392,0,0.0,,,566.0,0.69,0,0.0
1040,336370,솔루스첨단소재,49500,2900,6.22,113.0,438.05,3551.0,13.94,0,0.0
1041,33637K,솔루스첨단소재1우,15500,700,4.73,,,,,0,0.0
1042,33637L,솔루스첨단소재2우B,25400,700,2.83,,,,,0,0.0
1043,154040,솔루에타,4370,65,1.51,,,4924.0,0.89,0,0.0
1044,248070,솔루엠,25500,-550,-2.11,1132.0,22.53,1655.0,15.41,0,0.0
1045,035610,솔본,10150,370,3.78,78.0,130.13,5130.0,1.98,0,0.0
1046,357780,솔브레인,302300,-3500,-1.14,,,,,0,0.0
1047,036830,솔브레인홀딩스,42950,100,0.23,6665.0,6.44,45837.0,0.94,850,1.98
1048,304100,솔트룩스,31750,-100,-0.31,249.0,127.51,9100.0,3.49,0,0.0
1049,004430,송원산업,19900,600,3.11,1448.0,13.74,17983.0,1.11,150,0.75
1050,086980,쇼박스,4760,-130,-2.66,52.0,91.54,2247.0,2.12,50,1.05
1051,050960,수산아이앤티,41100,-1100,-2.61,430.0,95.58,11277.0,3.64,75,0.18
1052,017550,수산중공업,7510,150,2.04,3.0,2503.33,1859.0,4.04,10,0.13
1053,084180,수성,2160,-125,-5.47,,,1235.0,1.75,0,0.0
1054,253840,수젠텍,21100,1950,10.18,,,1838.0,11.48,0,0.0
1055,058530,슈펙스비앤피,1620,0,0.0,,,5410.0,0.3,0,0.0
1056,236200,슈프리마,27150,-200,-0.73,3650.0,7.44,18961.0,1.43,0,0.0
1057,317770,슈프리마아이디,18100,100,0.56,397.0,45.59,12939.0,1.4,0,0.0
1058,094840,슈프리마에이치큐,13000,500,4.0,821.0,15.83,13936.0,0.93,0,0.0
1059,192440,슈피겐코리아,61600,-900,-1.44,6690.0,9.21,47368.0,1.3,1300,2.11
1060,099440,스맥,1815,35,1.97,,,3428.0,0.53,0,0.0
1061,053210,스카이라이프,8960,20,0.22,1147.0,7.81,14620.0,0.61,350,3.91
1062,033790,스카이문스테크놀로지,829,0,0.0,,,1168.0,0.71,0,0.0
1063,131100,스카이이앤엠,1860,60,3.33,,,516.0,3.6,0,0.0
1064,159910,스킨앤스킨,263,0,0.0,,,282.0,0.93,0,0.0
1065,158310,스타모빌리티,505,0,0.0,,,2426.0,0.21,0,0.0
1066,115570,스타플렉스,5880,0,0.0,,,9954.0,0.59,80,1.36
1067,253450,스튜디오드래곤,105000,-500,-0.47,941.0,111.58,15242.0,6.89,0,0.0
1068,204630,스튜디오산타클로스,2875,-85,-2.87,,,1371.0,2.1,0,0.0
1069,013810,스페코,9890,420,4.44,632.0,15.65,2614.0,3.78,0,0.0
1070,039670,스포츠서울,7360,0,0.0,,,,,0,0.0
1071,049830,승일,26350,1650,6.68,,,22914.0,1.15,0,0.0
1072,020710,시공테크,9630,1540,19.04,786.0,12.25,5404.0,1.78,80,0.83
1073,033170,시그네틱스,1410,35,2.55,,,1627.0,0.87,0,0.0
1074,048870,시너지이노베이션,2990,35,1.18,54.0,55.37,1153.0,2.59,0,0.0
1075,025320,시노펙스,3865,-20,-0.51,89.0,43.43,1142.0,3.38,0,0.0
1076,134790,시디즈,64700,-300,-0.46,4655.0,13.9,16020.0,4.04,300,0.46
1077,269620,시스웍,2300,285,14.14,37.0,62.16,732.0,3.14,40,1.74
1078,131090,시큐브,1570,10,0.64,133.0,11.8,754.0,2.08,10,0.64
1079,139050,시티랩스,1155,-5,-0.43,,,417.0,2.77,0,0.0
1080,016590,신대양제지,81300,100,0.12,13849.0,5.87,103836.0,0.78,625,0.77
1081,290520,신도기연,17150,0,0.0,2258.0,7.6,7056.0,2.43,0,0.0
1082,029530,신도리코,32200,-200,-0.62,1473.0,21.86,86372.0,0.37,1000,3.11
1083,004970,신라교역,11300,50,0.44,645.0,17.52,32378.0,0.35,500,4.42
1084,001000,신라섬유,2940,120,4.26,9.0,326.67,595.0,4.94,0,0.0
1085,025870,신라에스지,24650,4100,19.95,181.0,136.19,3963.0,6.22,0,0.0
1086,215600,신라젠,12100,0,0.0,,,858.0,14.1,0,0.0
1087,065350,신성델타테크,9980,30,0.3,261.0,38.24,5302.0,1.88,80,0.8
1088,011930,신성이엔지,3400,-10,-0.29,15.0,226.67,704.0,4.83,0,0.0
1089,005390,신성통상,1805,60,3.44,51.0,35.39,1652.0,1.09,0,0.0
1090,004170,신세계,280000,-500,-0.18,52658.0,5.32,398826.0,0.7,2000,0.71
1091,035510,신세계 I&C,162000,500,0.31,6512.0,24.88,115835.0,1.4,2000,1.23
1092,034300,신세계건설,50400,-1100,-2.14,4379.0,11.51,49395.0,1.02,800,1.59
1093,031430,신세계인터내셔날,207500,-1000,-0.48,10361.0,20.03,83650.0,2.48,1100,0.53
1094,031440,신세계푸드,72500,700,0.97,1124.0,64.5,81369.0,0.89,750,1.03
1095,006880,신송홀딩스,5150,20,0.39,,,7609.0,0.68,80,1.55
1096,002800,신신제약,8220,190,2.37,141.0,58.3,3715.0,2.21,28,0.34
1097,323280,신영스팩5호,2120,-5,-0.24,,,,,0,0.0
1098,344050,신영스팩6호,2120,35,1.68,,,,,0,0.0
1099,005800,신영와코루,105000,2500,2.44,4238.0,24.78,343727.0,0.31,1500,1.43
1100,001720,신영증권,58000,100,0.17,2324.0,24.96,69280.0,0.84,2500,4.31
1101,001725,신영증권우,56700,200,0.35,,,,,2550,4.5
1102,009270,신원,1585,15,0.96,19.0,83.42,2373.0,0.67,0,0.0
1103,009275,신원우,38900,2700,7.46,,,,,0,0.0
1104,017000,신원종합개발,8210,-380,-4.42,1351.0,6.08,8649.0,0.95,0,0.0
1105,002700,신일전자,2270,-20,-0.87,61.0,37.21,978.0,2.32,20,0.88
1106,012790,신일제약,15850,900,6.02,672.0,23.59,9044.0,1.75,150,0.95
1107,138070,신진에스엠,8350,360,4.51,275.0,30.36,7926.0,1.05,70,0.84
1108,226330,신테카바이오,16450,1450,9.67,,,3505.0,4.69,0,0.0
1109,019170,신풍제약,90800,1700,1.91,35.0,2594.29,3782.0,24.01,0,0.0
1110,019175,신풍제약우,89300,2000,2.29,,,,,0,0.0
1111,002870,신풍제지,4030,-55,-1.35,709.0,5.68,1981.0,2.03,60,1.49
1112,333050,신한제6호스팩,2110,25,1.2,,,,,0,0.0
1113,366330,신한제7호스팩,2085,5,0.24,,,,,0,0.0
1114,055550,신한지주,37400,250,0.67,7000.0,5.34,79682.0,0.47,1850,4.95
1115,001770,신화실업,43300,1300,3.1,793.0,54.6,28118.0,1.54,100,0.23
1116,056700,신화인터텍,3540,70,2.02,327.0,10.83,3315.0,1.07,50,1.41
1117,187270,신화콘텍,3630,120,3.42,,,4818.0,0.75,0,0.0
1118,004080,신흥,13200,50,0.38,214.0,61.68,9162.0,1.44,200,1.52
1119,243840,신흥에스이씨,47550,-600,-1.25,2446.0,19.44,15448.0,3.08,280,0.59
1120,108320,실리콘웍스,88800,-1700,-1.88,2370.0,37.47,29033.0,3.06,830,0.93
1121,222800,심텍,22700,450,2.02,,,6678.0,3.4,160,0.7
1122,036710,심텍홀딩스,2755,-15,-0.54,,,2910.0,0.95,10,0.36
1123,160980,싸이맥스,24700,600,2.49,312.0,79.17,9725.0,2.54,250,1.01
1124,356890,싸이버원,17400,-250,-1.42,588.0,29.59,2703.0,6.44,0,0.0
1125,217330,싸이토젠,66100,6600,11.09,,,3181.0,20.78,0,0.0
1126,102280,쌍방울,621,2,0.32,,,1083.0,0.57,0,0.0
1127,003410,쌍용C&E,7650,90,1.19,259.0,29.54,3566.0,2.15,42,0.55
1128,010280,쌍용정보통신,1525,5,0.33,32.0,47.66,1095.0,1.39,0,0.0
1129,003620,쌍용차,2770,0,0.0,,,2690.0,1.03,0,0.0
1130,004770,써니전자,3915,-85,-2.13,20.0,195.75,1598.0,2.45,0,0.0
1131,208640,썸에이지,3595,5,0.14,,,205.0,17.54,0,0.0
1132,222420,쎄노텍,2210,-20,-0.9,,,869.0,2.54,0,0.0
1133,037760,쎄니트,1925,-5,-0.26,62.0,31.05,2143.0,0.9,30,1.56
1134,136510,쎄미시스코,6490,320,5.19,,,4633.0,1.4,0,0.0
1135,099320,쎄트렉아이,55600,-1500,-2.63,992.0,56.05,8775.0,6.34,210,0.38
1136,015540,쎌마테라퓨틱스,6410,0,0.0,,,346.0,18.53,0,0.0
1137,049960,쎌바이오텍,20000,100,0.5,976.0,20.49,11022.0,1.81,600,3.0
1138,050890,쏠리드,7310,-70,-0.95,121.0,60.41,2350.0,3.11,0,0.0
1139,066790,씨씨에스,1080,-160,-12.9,,,590.0,1.83,0,0.0
1140,222080,씨아이에스,13200,50,0.38,212.0,62.26,926.0,14.25,0,0.0
1141,004920,씨아이테크,1685,130,8.36,,,1692.0,1.0,0,0.0
1142,264660,씨앤지하이테크,14400,0,0.0,1432.0,10.06,8019.0,1.8,150,1.04
1143,352700,씨앤투스성진,23700,700,3.04,,,1835.0,12.92,0,0.0
1144,297090,씨에스베어링,31600,-700,-2.17,750.0,42.13,4781.0,6.61,0,0.0
1145,112610,씨에스윈드,83700,1300,1.58,978.0,85.58,9360.0,8.94,460,0.55
1146,115530,씨엔플러스,839,0,0.0,,,222.0,3.78,0,0.0
1147,225330,씨엠에스에듀,6600,-110,-1.64,330.0,20.0,2079.0,3.17,425,6.44
1148,115480,씨유메디칼,1950,25,1.3,,,2747.0,0.71,0,0.0
1149,189330,씨이랩,43100,-650,-1.49,27.0,1596.3,853.0,50.53,0,0.0
1150,096530,씨젠,176500,7300,4.31,1026.0,172.03,5815.0,30.35,100,0.06
1151,101240,씨큐브,8080,-70,-0.86,659.0,12.26,5336.0,1.51,170,2.1
1152,060590,씨티씨바이오,7730,230,3.07,,,3870.0,2.0,0,0.0
1153,260930,씨티케이코스메틱스,10350,-150,-1.43,418.0,24.76,8938.0,1.16,300,2.9
1154,013990,아가방컴퍼니,3960,95,2.46,,,4106.0,0.96,0,0.0
1155,123860,아나패스,25900,-100,-0.38,,,5451.0,4.75,100,0.39
1156,025980,아난티,7430,-100,-1.33,,,4451.0,1.67,0,0.0
1157,008700,아남전자,3090,10,0.32,12.0,257.5,748.0,4.13,0,0.0
1158,050320,아래스,990,0,0.0,,,60.0,16.5,0,0.0
1159,058220,아리온,275,0,0.0,,,523.0,0.53,0,0.0
1160,125210,아모그린텍,13950,-450,-3.13,109.0,127.98,2317.0,6.02,0,0.0
1161,002790,아모레G,66900,300,0.45,1444.0,46.33,35078.0,1.91,300,0.45
1162,00279K,아모레G3우(전환),42350,-50,-0.12,,,,,834,1.97
1163,002795,아모레G우,22600,150,0.67,,,,,305,1.35
1164,090430,아모레퍼시픽,255500,3000,1.19,3477.0,73.48,65050.0,3.93,1000,0.39
1165,090435,아모레퍼시픽우,86500,2600,3.1,,,,,1005,1.16
1166,052710,아모텍,31150,-750,-2.35,37.0,841.89,20412.0,1.53,0,0.0
1167,074430,아미노로직스,2480,0,0.0,,,590.0,4.2,0,0.0
1168,092040,아미코젠,38550,-600,-1.53,5.0,7710.0,6354.0,6.07,0,0.0
1169,083930,아바코,12850,-50,-0.39,1364.0,9.42,8150.0,1.58,300,2.33
1170,149950,아바텍,17400,300,1.75,499.0,34.87,8719.0,2.0,100,0.57
1171,036010,아비코전자,8260,360,4.56,,,7706.0,1.07,70,0.85
1172,002030,아세아,122000,3500,2.95,25353.0,4.81,354657.0,0.34,1750,1.43
1173,183190,아세아시멘트,108500,-2000,-1.81,7159.0,15.16,204892.0,0.53,1500,1.38
1174,002310,아세아제지,48950,50,0.1,6860.0,7.14,65302.0,0.75,600,1.23
1175,050860,아세아텍,3610,-40,-1.1,60.0,60.17,5637.0,0.64,50,1.39
1176,246720,아스타,4920,-25,-0.51,,,1291.0,3.81,0,0.0
1177,067390,아스트,6150,-80,-1.28,,,7376.0,0.83,0,0.0
1178,127710,아시아경제,2470,-5,-0.2,146.0,16.92,4044.0,0.61,0,0.0
1179,267850,아시아나IDT,21500,150,0.7,,,12737.0,1.69,500,2.33
1180,020560,아시아나항공,14900,-50,-0.33,,,10673.0,1.4,0,0.0
1181,154030,아시아종묘,6080,0,0.0,,,1562.0,3.89,0,0.0
1182,227610,아우딘퓨쳐스,2335,5,0.21,,,1707.0,1.37,0,0.0
1183,143160,아이디스,28300,250,0.89,185.0,152.97,14218.0,1.99,250,0.88
1184,054800,아이디스홀딩스,13100,-100,-0.76,,,20285.0,0.65,200,1.53
1185,332370,아이디피,8480,150,1.8,680.0,12.47,4385.0,1.93,0,0.0
1186,122900,아이마켓코리아,9330,-50,-0.53,483.0,19.32,10185.0,0.92,600,6.43
1187,339950,아이비김영,1900,-5,-0.26,,,,,0,0.0
1188,099190,아이센스,25150,-100,-0.4,1723.0,14.6,14454.0,1.74,200,0.8
1189,289010,아이스크림에듀,8550,80,0.94,417.0,20.5,5793.0,1.48,100,1.17
1190,214430,아이쓰리시스템,21200,-50,-0.24,26.0,815.38,9715.0,2.18,70,0.33
1191,040910,아이씨디,16450,-50,-0.3,701.0,23.47,8394.0,1.96,150,0.91
1192,068940,아이씨케이,3995,-5,-0.13,,,475.0,8.41,0,0.0
1193,052860,아이앤씨,4800,280,6.19,339.0,14.16,3126.0,1.54,100,2.08
1194,010780,아이에스동서,58300,600,1.04,2141.0,27.23,35551.0,1.64,700,1.2
1195,069920,아이에스이커머스,3790,-40,-1.04,,,1949.0,1.94,0,0.0
1196,038880,아이에이,1520,-15,-0.98,7.0,217.14,236.0,6.44,0,0.0
1197,123010,아이에이네트웍스,2145,45,2.14,,,222.0,9.66,0,0.0
1198,307180,아이엘사이언스,3600,190,5.57,,,621.0,5.8,0,0.0
1199,101390,아이엠,1735,10,0.58,,,770.0,2.25,0,0.0
1200,090740,아이엠이연이,4610,60,1.32,509.0,9.06,4372.0,1.05,50,1.08
1201,226350,아이엠텍,5350,0,0.0,,,11400.0,0.47,0,0.0
1202,078860,아이오케이,1945,45,2.37,,,2035.0,0.96,0,0.0
1203,114810,아이원스,8640,-110,-1.26,,,4788.0,1.8,0,0.0
1204,031310,아이즈비전,5020,-160,-3.09,,,5581.0,0.9,0,0.0
1205,185490,아이진,24900,4200,20.29,,,1634.0,15.24,0,0.0
1206,059100,아이컴포넌트,6140,20,0.33,,,4061.0,1.51,0,0.0
1207,262840,아이퀘스트,15300,100,0.66,425.0,36.0,1586.0,9.65,100,0.65
1208,175250,아이큐어,43650,-650,-1.47,,,12658.0,3.45,0,0.0
1209,052460,아이크래프트,9580,-120,-1.24,,,2209.0,4.34,0,0.0
1210,119830,아이텍,8930,20,0.22,,,5276.0,1.69,0,0.0
1211,052770,아이톡시,3180,0,0.0,,,501.0,6.35,0,0.0
1212,124500,아이티센,6250,-210,-3.25,21.0,297.62,1882.0,3.32,0,0.0
1213,084850,아이티엠반도체,45300,250,0.55,2220.0,20.41,11668.0,3.88,0,0.0
1214,027360,아주IB투자,8700,330,3.94,137.0,63.5,1412.0,6.16,35,0.4
1215,032080,아즈텍WB,2820,5,0.18,231.0,12.21,4437.0,0.64,0,0.0
1216,013310,아진산업,3815,0,0.0,421.0,9.06,5499.0,0.69,0,0.0
1217,059120,아진엑스텍,7160,-10,-0.14,253.0,28.3,4198.0,1.71,100,1.4
1218,158430,아톤,23400,-250,-1.06,,,10518.0,2.22,0,0.0
1219,067160,아프리카TV,85500,3800,4.65,3164.0,27.02,10346.0,8.26,550,0.64
1220,001540,안국약품,13800,150,1.1,221.0,62.44,11366.0,1.21,220,1.59
1221,053800,안랩,71300,-700,-0.97,2204.0,32.35,20539.0,3.47,900,1.26
1222,065660,안트로젠,49000,400,0.82,,,7607.0,6.44,0,0.0
1223,297570,알로이스,7320,330,4.72,,,953.0,7.68,0,0.0
1224,001780,알루코,5100,50,0.99,,,2755.0,1.85,0,0.0
1225,260660,알리코제약,12550,300,2.45,1007.0,12.46,6969.0,1.8,200,1.59
1226,131370,알서포트,9620,340,3.66,166.0,57.95,1163.0,8.27,20,0.21
1227,140670,알에스오토메이션,9280,-120,-1.28,16.0,580.0,4310.0,2.15,0,0.0
1228,096610,알에프세미,5730,90,1.6,,,6140.0,0.93,13,0.23
1229,061040,알에프텍,7940,10,0.13,,,6140.0,1.29,0,0.0
1230,148250,알엔투테크놀로지,17950,-150,-0.83,135.0,132.96,4500.0,3.99,50,0.28
1231,347860,알체라,33350,-800,-2.34,,,997.0,33.45,0,0.0
1232,196170,알테오젠,88100,-900,-1.01,,,1679.0,52.47,0,0.0
1233,123750,알톤스포츠,6360,-10,-0.16,,,1245.0,5.11,0,0.0
1234,085810,알티캐스트,2580,-75,-2.82,,,2931.0,0.88,0,0.0
1235,117670,알파홀딩스,4650,110,2.42,,,3815.0,1.22,0,0.0
1236,291650,압타머사이언스,22650,700,3.19,,,924.0,24.51,0,0.0
1237,293780,압타바이오,62700,1400,2.28,,,6907.0,9.08,0,0.0
1238,018250,애경산업,24400,0,0.0,1581.0,15.43,12817.0,1.9,450,1.84
1239,161000,애경유화,12400,0,0.0,966.0,12.84,11336.0,1.09,350,2.82
1240,196300,애니젠,15150,250,1.68,,,2989.0,5.07,0,0.0
1241,310200,애니플러스,2460,565,29.82,,,1881.0,1.31,0,0.0
1242,205500,액션스퀘어,2335,5,0.21,,,489.0,4.78,0,0.0
1243,052790,액토즈소프트,9610,80,0.84,1897.0,5.07,10423.0,0.92,0,0.0
1244,131400,액트,5170,-100,-1.9,,,2215.0,2.33,0,0.0
1245,290740,액트로,10000,0,0.0,1484.0,6.74,7578.0,1.32,200,2.0
1246,238090,앤디포스,4580,230,5.29,,,2185.0,2.1,0,0.0
1247,092600,앤씨앤,4560,-115,-2.46,,,2028.0,2.25,0,0.0
1248,129890,앱코,25450,50,0.2,575.0,44.26,1337.0,19.04,0,0.0
1249,174900,앱클론,30750,-350,-1.13,179.0,171.79,2337.0,13.16,0,0.0
1250,255440,야스,14950,250,1.7,1256.0,11.9,11536.0,1.3,150,1.0
1251,030960,양지사,12200,50,0.41,8787.0,1.39,11820.0,1.03,50,0.41
1252,102120,어보브반도체,13250,-50,-0.38,815.0,16.26,5175.0,2.56,200,1.51
1253,238120,얼라인드,8470,20,0.24,16.0,529.38,2918.0,2.9,0,0.0
1254,019990,에너토크,10000,-500,-4.76,51.0,196.08,4106.0,2.44,50,0.5
1255,011090,에넥스,2490,15,0.61,,,903.0,2.76,0,0.0
1256,038680,에스넷,7700,10,0.13,408.0,18.87,4474.0,1.72,120,1.56
1257,217480,에스디생명공학,4950,90,1.85,,,4047.0,1.22,0,0.0
1258,121890,에스디시스템,739,0,0.0,,,1021.0,0.72,0,0.0
1259,097780,에스맥,1470,-5,-0.34,,,950.0,1.55,0,0.0
1260,042110,에스씨디,1640,-10,-0.61,,,2083.0,0.79,15,0.91
1261,298060,에스씨엠생명과학,34700,500,1.46,,,1704.0,20.36,0,0.0
1262,065420,에스아이리소스,639,0,0.0,,,178.0,3.59,0,0.0
1263,103230,에스앤더블류,2505,0,0.0,,,5410.0,0.46,0,0.0
1264,101490,에스앤에스텍,34650,500,1.46,528.0,65.63,4489.0,7.72,50,0.14
1265,095910,에스에너지,5960,0,0.0,,,7431.0,0.8,50,0.84
1266,275630,에스에스알,6430,30,0.47,194.0,33.14,4265.0,1.51,0,0.0
1267,031330,에스에이엠티,2880,-25,-0.86,380.0,7.58,2383.0,1.21,140,4.86
1268,060540,에스에이티,2720,65,2.45,355.0,7.66,3231.0,0.84,50,1.84
1269,056190,에스에프에이,42350,800,1.93,3939.0,10.75,24380.0,1.74,1056,2.49
1270,080000,에스엔유,4235,70,1.68,226.0,18.74,3362.0,1.26,0,0.0
1271,005850,에스엘,24850,450,1.84,1979.0,12.56,28224.0,0.88,400,1.61
1272,041510,에스엠,30400,200,0.66,,,18944.0,1.6,0,0.0
1273,007820,에스엠코어,7600,-20,-0.26,229.0,33.19,3919.0,1.94,70,0.92
1274,109610,에스와이,4015,310,8.37,,,3489.0,1.15,0,0.0
1275,012750,에스원,82300,0,0.0,4337.0,18.98,34937.0,2.36,2500,3.04
1276,306040,에스제이그룹,23650,-950,-3.86,1824.0,12.97,7047.0,3.36,400,1.69
1277,080440,에스제이케이,498,0,0.0,,,997.0,0.5,0,0.0
1278,096630,에스코넥,2310,-40,-1.7,,,1383.0,1.67,0,0.0
1279,069510,에스텍,11150,50,0.45,2045.0,5.45,14115.0,0.79,600,5.38
1280,041910,에스텍파마,12000,700,6.19,1304.0,9.2,8633.0,1.39,100,0.83
1281,234300,에스트래픽,9000,100,1.12,,,1967.0,4.58,0,0.0
1282,039440,에스티아이,19700,150,0.77,1529.0,12.88,10548.0,1.87,250,1.27
1283,098660,에스티오,2885,-35,-1.2,270.0,10.69,2810.0,1.03,120,4.16
1284,052020,에스티큐브,10000,-450,-4.31,,,1029.0,9.72,0,0.0
1285,237690,에스티팜,106200,12300,13.1,,,16132.0,6.58,0,0.0
1286,050760,에스폴리텍,5500,50,0.92,684.0,8.04,3429.0,1.6,50,0.91
1287,288620,에스퓨얼셀,33050,-450,-1.34,263.0,125.67,5422.0,6.1,50,0.15
1288,317830,에스피시스템스,7410,210,2.92,212.0,34.95,3737.0,1.98,20,0.27
1289,058610,에스피지,9740,390,4.17,370.0,26.32,6336.0,1.54,100,1.03
1290,043340,에쎈테크,1250,-10,-0.79,,,385.0,3.25,0,0.0
1291,023960,에쓰씨엔지니어링,4550,-35,-0.76,,,994.0,4.58,0,0.0
1292,298690,에어부산,3640,-25,-0.68,,,1862.0,1.95,0,0.0
1293,054630,에이디칩스,1710,65,3.95,,,683.0,2.5,0,0.0
1294,200710,에이디테크놀로지,25100,-450,-1.76,803.0,31.26,5518.0,4.55,0,0.0
1295,096690,에이루트,6610,430,6.96,350.0,18.89,13630.0,0.48,0,0.0
1296,078520,에이블씨엔씨,7510,-50,-0.66,,,9140.0,0.82,0,0.0
1297,298380,에이비엘바이오,23400,950,4.23,,,2914.0,8.03,0,0.0
1298,195990,에이비프로바이오,899,62,7.41,,,731.0,1.23,0,0.0
1299,003800,에이스침대,44700,350,0.79,4130.0,10.82,42247.0,1.06,1100,2.46
1300,088800,에이스테크,19300,-450,-2.28,,,2275.0,8.48,0,0.0
1301,241840,에이스토리,45150,-750,-1.63,,,4143.0,10.9,0,0.0
1302,138360,에이씨티,4480,0,0.0,,,1588.0,2.82,0,0.0
1303,039230,에이아이비트,181,0,0.0,,,483.0,0.37,0,0.0
1304,312610,에이에프더블류,9670,-110,-1.12,307.0,31.5,3523.0,2.74,100,1.03
1305,015260,에이엔피,1450,5,0.35,,,4707.0,0.31,0,0.0
1306,102210,에이치디,506,166,48.82,,,1517.0,0.33,0,0.0
1307,072990,에이치시티,14350,0,0.0,874.0,16.42,7129.0,2.01,30,0.21
1308,176440,에이치엔티,1920,0,0.0,,,695.0,2.76,0,0.0
1309,028300,에이치엘비,35150,-600,-1.68,,,1920.0,18.31,0,0.0
1310,067630,에이치엘비생명과학,10700,-300,-2.73,,,3547.0,3.02,0,0.0
1311,047920,에이치엘비제약,15200,-800,-5.0,34.0,447.06,1293.0,11.76,0,0.0
1312,043220,에이치엘비파워,1055,-10,-0.94,15.0,70.33,425.0,2.48,0,0.0
1313,239610,에이치엘사이언스,43400,250,0.58,3722.0,11.66,15065.0,2.88,400,0.92
1314,353070,에이치엠씨제4호스팩,2145,-15,-0.69,,,,,0,0.0
1315,353060,에이치엠씨제5호스팩,2050,5,0.24,,,,,0,0.0
1316,044780,에이치케이,2035,5,0.25,45.0,45.22,2642.0,0.77,0,0.0
1317,071670,에이테크솔루션,16450,450,2.81,145.0,113.45,7007.0,2.35,0,0.0
1318,045660,에이텍,40200,-200,-0.5,789.0,50.95,9141.0,4.4,100,0.25
1319,224110,에이텍티앤,42000,-1050,-2.44,480.0,87.5,9164.0,4.58,0,0.0
1320,230980,에이트원,7800,-100,-1.27,,,841.0,9.27,0,0.0
1321,021080,에이티넘인베스트,6470,-80,-1.22,141.0,45.89,1660.0,3.9,50,0.77
1322,089530,에이티세미콘,320,-15,-4.48,,,444.0,0.72,0,0.0
1323,200470,에이팩트,6780,-20,-0.29,239.0,28.37,3459.0,1.96,0,0.0
1324,073070,에이팸,2035,0,0.0,,,2250.0,0.9,0,0.0
1325,262260,에이프로,43650,750,1.75,1543.0,28.29,3866.0,11.29,0,0.0
1326,109960,에이프로젠 H&G,731,2,0.27,,,1178.0,0.62,0,0.0
1327,007460,에이프로젠 KIC,2150,40,1.9,86.0,25.0,1973.0,1.09,0,0.0
1328,003060,에이프로젠제약,1175,15,1.29,,,968.0,1.21,0,0.0
1329,244920,에이플러스에셋,9350,-420,-4.3,610.0,15.33,2262.0,4.13,15,0.16
1330,089970,에이피티씨,27000,700,2.66,656.0,41.16,2561.0,10.54,0,0.0
1331,230240,에치에프알,22250,-600,-2.63,86.0,258.72,6753.0,3.29,0,0.0
1332,064510,에코마이스터,1550,55,3.68,,,855.0,1.81,0,0.0
