,종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
2316,126560,현대퓨처넷,4945,-75,-1.49,343.0,14.42,6569.0,0.75,60,1.21
2317,001450,현대해상,23250,50,0.22,3161.0,7.36,50452.0,0.46,880,3.78
2318,057050,현대홈쇼핑,81000,700,0.87,7354.0,11.01,144315.0,0.56,2000,2.47
2319,092300,현우산업,6350,-90,-1.4,156.0,40.71,4933.0,1.29,100,1.57
2320,053660,현진소재,400,0,0.0,,,,,0,0.0
2321,011080,형지I&C,2040,-5,-0.24,,,581.0,3.51,0,0.0
2322,093240,형지엘리트,5150,-60,-1.15,,,2007.0,2.57,0,0.0
2323,003010,혜인,7920,150,1.93,412.0,19.22,8192.0,0.97,60,0.76
2324,111110,호전실업,10000,-100,-0.99,346.0,28.9,14353.0,0.7,250,2.5
2325,008770,호텔신라,85500,300,0.35,4483.0,19.07,22979.0,3.72,350,0.41
2326,008775,호텔신라우,86300,-700,-0.8,,,,,400,0.46
2327,060560,홈센타홀딩스,1120,-10,-0.88,,,828.0,1.35,0,0.0
2328,064240,홈캐스트,3150,-40,-1.25,,,2113.0,1.49,0,0.0
2329,039610,화성밸브,9010,-270,-2.91,284.0,31.73,6985.0,1.29,0,0.0
2330,002460,화성산업,13050,250,1.95,634.0,20.58,29797.0,0.44,500,3.83
2331,378850,화승알앤에이,5480,40,0.74,,,,,0,0.0
2332,241590,화승엔터프라이즈,19250,400,2.12,1031.0,18.67,5759.0,3.34,45,0.23
2333,006060,화승인더,8440,-40,-0.47,1092.0,7.73,5972.0,1.41,45,0.53
2334,013520,화승코퍼레이션,1765,10,0.57,376.0,4.69,4046.0,0.44,25,1.42
2335,010690,화신,5030,0,0.0,202.0,24.9,8582.0,0.59,50,0.99
2336,126640,화신정공,1970,-30,-1.5,99.0,19.9,2217.0,0.89,30,1.52
2337,133820,화인베스틸,2800,10,0.36,,,3118.0,0.9,0,0.0
2338,061250,화일약품,4775,30,0.63,78.0,61.22,2302.0,2.07,125,2.62
2339,010660,화천기계,2685,70,2.68,,,5663.0,0.47,0,0.0
2340,000850,화천기공,37000,350,0.95,3388.0,10.92,134845.0,0.27,1250,3.38
2341,016580,환인제약,18250,-100,-0.54,1225.0,14.9,14719.0,1.24,300,1.64
2342,032560,황금에스티,8780,20,0.23,1571.0,5.59,16259.0,0.54,100,1.14
2343,004800,효성,85400,-700,-0.81,5100.0,16.75,115817.0,0.74,5000,5.85
2344,094280,효성ITX,19850,50,0.25,899.0,22.08,4162.0,4.77,500,2.52
2345,097870,효성오앤비,9200,630,7.35,203.0,45.32,7102.0,1.3,100,1.09
2346,298040,효성중공업,73800,-1100,-1.47,1411.0,52.3,97403.0,0.76,0,0.0
2347,298050,효성첨단소재,382000,-7000,-1.8,,,72195.0,5.29,0,0.0
2348,298020,효성티앤씨,567000,-6000,-1.05,21569.0,26.29,112984.0,5.02,2000,0.35
2349,298000,효성화학,296500,-4500,-1.5,27637.0,10.73,142536.0,2.08,5000,1.69
2350,093370,후성,10750,0,0.0,87.0,123.56,2295.0,4.68,15,0.14
2351,050090,휘닉스소재,1420,-35,-2.41,,,395.0,3.59,0,0.0
2352,081660,휠라홀딩스,42500,-550,-1.28,4382.0,9.7,20448.0,2.08,219,0.52
2353,290270,휴네시온,6400,20,0.31,187.0,34.22,2478.0,2.58,35,0.55
2354,005870,휴니드,9060,470,5.47,589.0,15.38,8207.0,1.1,0,0.0
2355,090710,휴림로봇,1100,-20,-1.79,,,346.0,3.18,0,0.0
2356,205470,휴마시스,11450,2440,27.08,,,541.0,21.16,0,0.0
2357,115160,휴맥스,4910,40,0.82,850.0,5.78,16662.0,0.29,0,0.0
2358,028080,휴맥스홀딩스,4230,110,2.67,534.0,7.92,12176.0,0.35,0,0.0
2359,032860,휴먼엔,10500,0,0.0,,,2840.0,3.7,0,0.0
2360,200670,휴메딕스,25450,-50,-0.2,1094.0,23.26,11243.0,2.26,500,1.96
2361,079980,휴비스,11600,900,8.41,,,11407.0,1.02,150,1.29
2362,065510,휴비츠,8890,320,3.73,688.0,12.92,7403.0,1.2,150,1.69
2363,005010,휴스틸,12250,-800,-6.13,,,52030.0,0.24,300,2.45
2364,243070,휴온스,59400,600,1.02,3525.0,16.85,17921.0,3.31,700,1.18
2365,084110,휴온스글로벌,36350,50,0.14,2231.0,16.29,31494.0,1.15,400,1.1
2366,145020,휴젤,174300,-1300,-0.74,3641.0,47.87,55220.0,3.16,0,0.0
2367,069260,휴켐스,22100,-350,-1.56,1812.0,12.2,15970.0,1.38,1000,4.52
2368,024060,흥구석유,7120,20,0.28,570.0,12.49,5133.0,1.39,150,2.11
2369,010240,흥국,9810,380,4.03,568.0,17.27,5477.0,1.79,150,1.53
2370,189980,흥국에프엔비,4810,-260,-5.13,151.0,31.85,1745.0,2.76,30,0.62
2371,000540,흥국화재,4070,-20,-0.49,510.0,7.98,10926.0,0.37,0,0.0
2372,000547,흥국화재2우B,21150,-50,-0.24,,,,,0,0.0
2373,000545,흥국화재우,9100,200,2.25,,,,,0,0.0
2374,003280,흥아해운,258,0,0.0,,,276.0,0.93,0,0.0
2375,037440,희림,5550,-90,-1.6,288.0,19.27,3827.0,1.45,150,2.7
2376,238490,힘스,13600,-200,-1.45,759.0,17.92,5382.0,2.53,200,1.47
